source,target,weight,severity,shared_drugs
Benzodiazepine,Dopamine-2 Receptor Antagonist,1,CONTRAINDICATED,droperidol
Alpha-1 Adrenergic Agonist,Benzodiazepine,1,CONTRAINDICATED,solution
Sulfonylurea,Thiazide Diuretic,1,MAJOR,glyburide
Loop Diuretic,Thiazide Diuretic,1,MAJOR,furosemide
Hmg-Coa Reductase Inhibitor,Thiazide Diuretic,1,MAJOR,simvastatin
Histamine-2 Receptor Antagonist,Thiazide Diuretic,1,MAJOR,cimetidine
Beta-Adrenergic Blocker,Thiazide Diuretic,1,MAJOR,atenolol
Dihydropyridine Calcium Channel Blocker,Thiazide Diuretic,1,MAJOR,nifedipine
Thiazide Diuretic,Thiazide-Like Diuretic,1,MAJOR,chlorthalidone
Kinase Inhibitor,Thiazide Diuretic,1,MAJOR,everolimus
Mood Stabilizer,Thiazide Diuretic,1,MAJOR,carbamazepine
Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,Thiazide Diuretic,1,MAJOR,retrovir
Cardiac Glycoside,Thiazide Diuretic,1,MAJOR,digoxin
Alkylating Drug,Thiazide Diuretic,1,MAJOR,cyclophosphamide
General Anesthetic,Thiazide Diuretic,1,MAJOR,ultane
Bile Acid Sequestrant,Thiazide Diuretic,1,MAJOR,cholestyramine
Mtor Inhibitor Immunosuppressant,Thiazide Diuretic,1,MAJOR,sirolimus
Macrolide,Thiazide Diuretic,1,MAJOR,erythromycin
Cytochrome P450 3A Inhibitor,Thiazide Diuretic,1,MAJOR,ritonavir
Central Alpha-2 Adrenergic Agonist,Thiazide Diuretic,1,MAJOR,clonidine
Folate Analog Metabolic Inhibitor,Thiazide Diuretic,1,MAJOR,methotrexate
Potassium Binder,Thiazide Diuretic,1,MAJOR,sodium polystyrene sulfonate
Rifamycin Antibacterial,Thiazide Diuretic,1,MAJOR,rifampin
Lipid-Based Polyene Antifungal,Thiazide Diuretic,1,MAJOR,amphotericin b
Thiazide Diuretic,Vasoconstrictor,1,MAJOR,angiotensin ii
Atypical Antipsychotic,Proton Pump Inhibitor,1,CONTRAINDICATED,omeprazole
Atypical Antipsychotic,Peroxisome Proliferator Receptor Alpha Agonist,1,CONTRAINDICATED,lopid
Atypical Antipsychotic,Quinolone Antimicrobial,1,CONTRAINDICATED,ofloxacin
Atypical Antipsychotic,Cardiac Glycoside,1,CONTRAINDICATED,digoxin
Atypical Antipsychotic,Macrolide,1,CONTRAINDICATED,erythromycin
Atypical Antipsychotic,Methylxanthine,1,CONTRAINDICATED,theophylline
Atypical Antipsychotic,Calcineurin Inhibitor Immunosuppressant,1,CONTRAINDICATED,tacrolimus
Atypical Antipsychotic,Progesterone,1,CONTRAINDICATED,progesterone
Atypical Antipsychotic,Rifamycin Antibacterial,1,CONTRAINDICATED,rifampin
Atypical Antipsychotic,Typical Antipsychotic,1,CONTRAINDICATED,pimozide
Atypical Antipsychotic,Dopamine-2 Receptor Antagonist,1,CONTRAINDICATED,droperidol
Alpha-1 Adrenergic Agonist,Atypical Antipsychotic,1,CONTRAINDICATED,solution
Androgen,Azole Antifungal,1,CONTRAINDICATED,1%
Azole Antifungal,Beta-Adrenergic Blocker,1,CONTRAINDICATED,nadolol
Azole Antifungal,Fluoroquinolone Antibacterial,1,CONTRAINDICATED,ciprofloxacin
Azole Antifungal,Quinolone Antimicrobial,1,CONTRAINDICATED,ofloxacin
Azole Antifungal,Hepatitis B Virus Nucleoside Analog Reverse Transcriptase Inhibitor,1,CONTRAINDICATED,lamivudine
Azole Antifungal,General Anesthetic,1,CONTRAINDICATED,ultane
Azole Antifungal,Osmotic Laxative,1,CONTRAINDICATED,sodium chloride
Azole Antifungal,Proteasome Inhibitor,1,CONTRAINDICATED,bortezomib
Azole Antifungal,Macrolide,1,CONTRAINDICATED,erythromycin
Azole Antifungal,Ccr5 Co-Receptor Antagonist,1,CONTRAINDICATED,maraviroc
Azole Antifungal,Ergot Derivative,1,CONTRAINDICATED,cabergoline
Azole Antifungal,Nucleoside Analog Antifungal,1,CONTRAINDICATED,flucytosine
Azole Antifungal,Typical Antipsychotic,1,CONTRAINDICATED,pimozide
Aldehyde Dehydrogenase Inhibitor,Azole Antifungal,1,CONTRAINDICATED,disulfiram
Azole Antifungal,Vasoconstrictor,1,CONTRAINDICATED,angiotensin ii
Azole Antifungal,Poly(Adp-Ribose) Polymerase Inhibitor,1,CONTRAINDICATED,lynparza
Alpha-1 Adrenergic Agonist,Azole Antifungal,1,CONTRAINDICATED,solution
Androgen,Anti-Epileptic Agent,1,MAJOR,1%
Anti-Epileptic Agent,Hmg-Coa Reductase Inhibitor,1,MAJOR,simvastatin
Anti-Epileptic Agent,Peroxisome Proliferator Receptor Alpha Agonist,1,MAJOR,lopid
Anti-Epileptic Agent,General Anesthetic,1,MAJOR,propofol
Anti-Epileptic Agent,Microtubule Inhibitor,1,MAJOR,paclitaxel
Anti-Epileptic Agent,Provitamin D2 Compound,1,MAJOR,vitamin d
Anti-Epileptic Agent,Bile Acid Sequestrant,1,MAJOR,cholestyramine
Alpha-1 Adrenergic Agonist,Anti-Epileptic Agent,1,MAJOR,solution
Anti-Epileptic Agent,Sulfonamide Antibacterial,1,MAJOR,sulfadiazine
Muscle Relaxant,Proton Pump Inhibitor,1,MODERATE,omeprazole
Alpha-Adrenergic Agonist,Muscle Relaxant,1,MODERATE,epinephrine
Muscle Relaxant,Oxazolidinone Antibacterial,1,MODERATE,linezolid
Estrogen,Sulfonylurea,1,CONTRAINDICATED,estrogens
Dihydropyridine Calcium Channel Blocker,Sulfonylurea,1,CONTRAINDICATED,nifedipine
Alpha-Adrenergic Agonist,Sulfonylurea,1,CONTRAINDICATED,epinephrine
Macrolide Antimicrobial,Sulfonylurea,1,CONTRAINDICATED,clarithromycin
Alkylating Drug,Sulfonylurea,1,CONTRAINDICATED,cyclophosphamide
Anti-Anginal,Sulfonylurea,1,CONTRAINDICATED,ranolazine
Central Alpha-2 Adrenergic Agonist,Sulfonylurea,1,CONTRAINDICATED,clonidine
Calcineurin Inhibitor Immunosuppressant,Sulfonylurea,1,CONTRAINDICATED,cyclosporine
Nicotinic Acid,Sulfonylurea,1,CONTRAINDICATED,niacin
Blood Viscosity Reducer,Sulfonylurea,1,CONTRAINDICATED,pentoxifylline
Sulfonylurea,Vasoconstrictor,1,CONTRAINDICATED,angiotensin ii
Androgen,Angiotensin 2 Receptor Blocker,1,CONTRAINDICATED,1%
Angiotensin 2 Receptor Blocker,Anti-Epileptic Agent,1,CONTRAINDICATED,phenytoin
Angiotensin 2 Receptor Blocker,Sulfonylurea,1,CONTRAINDICATED,glyburide
Angiotensin 2 Receptor Blocker,Loop Diuretic,1,CONTRAINDICATED,furosemide
Angiotensin 2 Receptor Blocker,Histamine-2 Receptor Antagonist,1,CONTRAINDICATED,cimetidine
Aldosterone Antagonist,Angiotensin 2 Receptor Blocker,1,CONTRAINDICATED,spironolactone
Angiotensin 2 Receptor Blocker,Nitrate Vasodilator,1,CONTRAINDICATED,nitroglycerin
Alpha-Adrenergic Agonist,Angiotensin 2 Receptor Blocker,1,CONTRAINDICATED,epinephrine
Angiotensin 2 Receptor Blocker,Mood Stabilizer,1,CONTRAINDICATED,carbamazepine
Angiotensin 2 Receptor Blocker,Central Nervous System Stimulant,1,CONTRAINDICATED,acetaminophen
Alkylating Drug,Angiotensin 2 Receptor Blocker,1,CONTRAINDICATED,cyclophosphamide
Angiotensin 2 Receptor Blocker,Bile Acid Sequestrant,1,CONTRAINDICATED,cholestyramine
Angiotensin 2 Receptor Blocker,Folate Analog Metabolic Inhibitor,1,CONTRAINDICATED,methotrexate
Angiotensin 2 Receptor Blocker,Rifamycin Antibacterial,1,CONTRAINDICATED,rifampin
Angiotensin 2 Receptor Blocker,Vasoconstrictor,1,CONTRAINDICATED,angiotensin ii
Alpha-1 Adrenergic Agonist,Angiotensin 2 Receptor Blocker,1,CONTRAINDICATED,solution
Peroxisome Proliferator Receptor Alpha Agonist,Proton Pump Inhibitor,1,CONTRAINDICATED,lopid
Aluminum Complex,Proton Pump Inhibitor,1,CONTRAINDICATED,sucralfate
Proton Pump Inhibitor,Rifamycin Antibacterial,1,CONTRAINDICATED,rifampin
Aldehyde Dehydrogenase Inhibitor,Proton Pump Inhibitor,1,CONTRAINDICATED,disulfiram
Antimetabolite Immunosuppressant,Proton Pump Inhibitor,1,CONTRAINDICATED,mycophenolic acid
Azole Antifungal,Loop Diuretic,1,MAJOR,fluconazole
Aldosterone Antagonist,Loop Diuretic,1,MAJOR,spironolactone
Alpha-Adrenergic Agonist,Loop Diuretic,1,MAJOR,epinephrine
Aluminum Complex,Loop Diuretic,1,MAJOR,sucralfate
Loop Diuretic,Platinum-Based Drug,1,MAJOR,cisplatin
Cardiac Glycoside,Loop Diuretic,1,MAJOR,digoxin
General Anesthetic,Loop Diuretic,1,MAJOR,ultane
Bile Acid Sequestrant,Loop Diuretic,1,MAJOR,cholestyramine
Calcineurin Inhibitor Immunosuppressant,Loop Diuretic,1,MAJOR,cyclosporine
Folate Analog Metabolic Inhibitor,Loop Diuretic,1,MAJOR,methotrexate
Loop Diuretic,Rifamycin Antibacterial,1,MAJOR,rifampin
Loop Diuretic,Vasoconstrictor,1,MAJOR,angiotensin ii
Hmg-Coa Reductase Inhibitor,Nonsteroidal Anti-Inflammatory Drug,1,CONTRAINDICATED,ibu
Hmg-Coa Reductase Inhibitor,Muscle Relaxant,1,CONTRAINDICATED,usp
Hmg-Coa Reductase Inhibitor,Sulfonylurea,1,CONTRAINDICATED,glipizide
Histamine-2 Receptor Antagonist,Hmg-Coa Reductase Inhibitor,1,CONTRAINDICATED,cimetidine
Hmg-Coa Reductase Inhibitor,Xanthine Oxidase Inhibitor,1,CONTRAINDICATED,febuxostat
Aldosterone Antagonist,Hmg-Coa Reductase Inhibitor,1,CONTRAINDICATED,spironolactone
Cardiac Glycoside,Hmg-Coa Reductase Inhibitor,1,CONTRAINDICATED,digoxin
General Anesthetic,Hmg-Coa Reductase Inhibitor,1,CONTRAINDICATED,ultane
Hmg-Coa Reductase Inhibitor,Nicotinic Acid,1,CONTRAINDICATED,niacin
Histamine-2 Receptor Antagonist,Proton Pump Inhibitor,1,MAJOR,sodium bicarbonate
Amide Local Anesthetic,Histamine-2 Receptor Antagonist,1,MAJOR,lidocaine
Alpha-Adrenergic Agonist,Histamine-2 Receptor Antagonist,1,MAJOR,epinephrine
Cardiac Glycoside,Histamine-2 Receptor Antagonist,1,MAJOR,digoxin
Nitroimidazole Antimicrobial,Nonsteroidal Anti-Inflammatory Drug,1,CONTRAINDICATED,ibu
Androgen,Nitroimidazole Antimicrobial,1,CONTRAINDICATED,1%
Loop Diuretic,Nitroimidazole Antimicrobial,1,CONTRAINDICATED,furosemide
Estrogen,Nitroimidazole Antimicrobial,1,CONTRAINDICATED,estradiol
Dihydropyridine Calcium Channel Blocker,Nitroimidazole Antimicrobial,1,CONTRAINDICATED,nisoldipine
Nitroimidazole Antimicrobial,Nucleoside Metabolic Inhibitor,1,CONTRAINDICATED,fluorouracil
Mood Stabilizer,Nitroimidazole Antimicrobial,1,CONTRAINDICATED,carbamazepine
Human Immunodeficiency Virus Nucleoside Analog Reverse Transcriptase Inhibitor,Nitroimidazole Antimicrobial,1,CONTRAINDICATED,zidovudine
Human Immunodeficiency Virus 1 Non-Nucleoside Analog Reverse Transcriptase Inhibitor,Nitroimidazole Antimicrobial,1,CONTRAINDICATED,efavirenz
Macrolide Antimicrobial,Nitroimidazole Antimicrobial,1,CONTRAINDICATED,clarithromycin
General Anesthetic,Nitroimidazole Antimicrobial,1,CONTRAINDICATED,ultane
Nitroimidazole Antimicrobial,Sodium-Glucose Cotransporter 2 Inhibitor,1,CONTRAINDICATED,bexagliflozin
Iron Chelator,Nitroimidazole Antimicrobial,1,CONTRAINDICATED,deferasirox
Bile Acid Sequestrant,Nitroimidazole Antimicrobial,1,CONTRAINDICATED,cholestyramine
Macrolide,Nitroimidazole Antimicrobial,1,CONTRAINDICATED,erythromycin
Nitroimidazole Antimicrobial,Progestin,1,CONTRAINDICATED,norethindrone
Antiarrhythmic,Nitroimidazole Antimicrobial,1,CONTRAINDICATED,dofetilide
Nitroimidazole Antimicrobial,Rifamycin Antibacterial,1,CONTRAINDICATED,rifampin
Aldehyde Dehydrogenase Inhibitor,Nitroimidazole Antimicrobial,1,CONTRAINDICATED,disulfiram
Nitroimidazole Antimicrobial,Prostacyclin Receptor Agonist,1,CONTRAINDICATED,selexipag
Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor,Histamine-2 Receptor Antagonist,1,MINOR,cimetidine
Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor,Xanthine Oxidase Inhibitor,1,MINOR,allopurinol
Cardiac Glycoside,Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor,1,MINOR,digoxin
Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor,Methylxanthine,1,MINOR,theophylline
Herpes Simplex Virus Nucleoside Analog Dna Polymerase Inhibitor,Herpesvirus Nucleoside Analog Dna Polymerase Inhibitor,1,MINOR,penciclovir
Azole Antifungal,Peroxisome Proliferator Receptor Alpha Agonist,1,CONTRAINDICATED,itraconazole
Muscle Relaxant,Peroxisome Proliferator Receptor Alpha Agonist,1,CONTRAINDICATED,soma
Angiotensin 2 Receptor Blocker,Peroxisome Proliferator Receptor Alpha Agonist,1,CONTRAINDICATED,valsartan
General Anesthetic,Peroxisome Proliferator Receptor Alpha Agonist,1,CONTRAINDICATED,ultane
Bile Acid Sequestrant,Peroxisome Proliferator Receptor Alpha Agonist,1,CONTRAINDICATED,questran
Angiotensin 2 Receptor Blocker,Xanthine Oxidase Inhibitor,1,CONTRAINDICATED,hydrochlorothiazide
Alkaloid,Xanthine Oxidase Inhibitor,1,CONTRAINDICATED,colchicine
Alkylating Drug,Xanthine Oxidase Inhibitor,1,CONTRAINDICATED,cyclophosphamide
Benzodiazepine,Beta-Adrenergic Blocker,1,CONTRAINDICATED,onfi
Beta-Adrenergic Blocker,Muscle Relaxant,1,CONTRAINDICATED,usp
Beta-Adrenergic Blocker,Histamine-2 Receptor Antagonist,1,CONTRAINDICATED,cimetidine
Beta-Adrenergic Blocker,Nitrate Vasodilator,1,CONTRAINDICATED,nitroglycerin
Beta-Adrenergic Blocker,Thiazide-Like Diuretic,1,CONTRAINDICATED,chlorthalidone
Alpha-Adrenergic Agonist,Beta-Adrenergic Blocker,1,CONTRAINDICATED,epinephrine
Beta-Adrenergic Blocker,Central Alpha-2 Adrenergic Agonist,1,CONTRAINDICATED,clonidine
Beta-Adrenergic Blocker,Central Nervous System Stimulant,1,CONTRAINDICATED,amphetamine
Estrogen,Muscle Relaxant,1,CONTRAINDICATED,500 mg
Alpha-Adrenergic Agonist,Estrogen,1,CONTRAINDICATED,epinephrine
Estrogen,Mood Stabilizer,1,CONTRAINDICATED,carbamazepine
Central Nervous System Stimulant,Estrogen,1,CONTRAINDICATED,acetaminophen
Androgen,Estrogen,1,CONTRAINDICATED,testosterone
Estrogen,Macrolide Antimicrobial,1,CONTRAINDICATED,clarithromycin
Estrogen,Tetracycline-Class Drug,1,CONTRAINDICATED,doxycycline
Estrogen,Macrolide,1,CONTRAINDICATED,erythromycin
Estrogen,Methylxanthine,1,CONTRAINDICATED,theophylline
Nonsteroidal Anti-Inflammatory Drug,Phosphodiesterase 5 Inhibitor,1,CONTRAINDICATED,aspirin
Anti-Epileptic Agent,Phosphodiesterase 5 Inhibitor,1,CONTRAINDICATED,phenytoin
Phosphodiesterase 5 Inhibitor,Sulfonylurea,1,CONTRAINDICATED,glyburide
Hmg-Coa Reductase Inhibitor,Phosphodiesterase 5 Inhibitor,1,CONTRAINDICATED,lovastatin
Dihydropyridine Calcium Channel Blocker,Phosphodiesterase 5 Inhibitor,1,CONTRAINDICATED,nifedipine
Cardiac Glycoside,Phosphodiesterase 5 Inhibitor,1,CONTRAINDICATED,digoxin
General Anesthetic,Phosphodiesterase 5 Inhibitor,1,CONTRAINDICATED,ultane
Methylxanthine,Phosphodiesterase 5 Inhibitor,1,CONTRAINDICATED,theophylline
Phosphodiesterase 5 Inhibitor,Substance P/Neurokinin-1 Receptor Antagonist,1,CONTRAINDICATED,aprepitant
Phosphodiesterase 5 Inhibitor,Rifamycin Antibacterial,1,CONTRAINDICATED,rifampin
Phosphodiesterase 5 Inhibitor,Vasoconstrictor,1,CONTRAINDICATED,angiotensin ii
Aldosterone Antagonist,Nonsteroidal Anti-Inflammatory Drug,1,CONTRAINDICATED,indomethacin
Aldosterone Antagonist,Muscle Relaxant,1,CONTRAINDICATED,usp
Aldosterone Antagonist,Alpha-Adrenergic Agonist,1,CONTRAINDICATED,epinephrine
Aldosterone Antagonist,Bile Acid Sequestrant,1,CONTRAINDICATED,cholestyramine
Aldosterone Antagonist,Mtor Inhibitor Immunosuppressant,1,CONTRAINDICATED,sirolimus
Aldosterone Antagonist,Macrolide,1,CONTRAINDICATED,erythromycin
Aldosterone Antagonist,Glinide,1,CONTRAINDICATED,repaglinide
Aldosterone Antagonist,Calcineurin Inhibitor Immunosuppressant,1,CONTRAINDICATED,tacrolimus
Aldosterone Antagonist,Dihydrofolate Reductase Inhibitor Antibacterial,1,CONTRAINDICATED,trimethoprim
Aldosterone Antagonist,Vasoconstrictor,1,CONTRAINDICATED,angiotensin ii
Corticosteroid,Retinoid,1,CONTRAINDICATED,prednisone
Benzodiazepine,Retinoid,1,CONTRAINDICATED,onfi
Androgen,Retinoid,1,CONTRAINDICATED,1%
Anti-Epileptic Agent,Retinoid,1,CONTRAINDICATED,phenytoin
Retinoid,Sulfonylurea,1,CONTRAINDICATED,glyburide
Histamine-2 Receptor Antagonist,Retinoid,1,CONTRAINDICATED,cimetidine
Peroxisome Proliferator Receptor Alpha Agonist,Retinoid,1,CONTRAINDICATED,gemfibrozil
Estrogen,Retinoid,1,CONTRAINDICATED,estradiol
Platinum-Based Drug,Retinoid,1,CONTRAINDICATED,carboplatin
Cardiac Glycoside,Retinoid,1,CONTRAINDICATED,digoxin
General Anesthetic,Retinoid,1,CONTRAINDICATED,ultane
Microtubule Inhibitor,Retinoid,1,CONTRAINDICATED,paclitaxel
Macrolide,Retinoid,1,CONTRAINDICATED,erythromycin
Progestin,Retinoid,1,CONTRAINDICATED,norethindrone
Folate Analog Metabolic Inhibitor,Retinoid,1,CONTRAINDICATED,methotrexate
Progesterone,Retinoid,1,CONTRAINDICATED,progesterone
Alpha-1 Adrenergic Agonist,Retinoid,1,CONTRAINDICATED,solution
Alpha-Adrenergic Blocker,Histamine-2 Receptor Antagonist,1,CONTRAINDICATED,cimetidine
Alpha-Adrenergic Blocker,Macrolide,1,CONTRAINDICATED,erythromycin
Alpha-Adrenergic Blocker,Central Alpha-2 Adrenergic Agonist,1,CONTRAINDICATED,clonidine
Alpha-Adrenergic Blocker,Calcineurin Inhibitor Immunosuppressant,1,CONTRAINDICATED,cyclosporine
Alpha-Adrenergic Blocker,Rifamycin Antibacterial,1,CONTRAINDICATED,rifampin
Corticosteroid,Dihydropyridine Calcium Channel Blocker,1,MAJOR,prednisone
Dihydropyridine Calcium Channel Blocker,Muscle Relaxant,1,MAJOR,soma
Dihydropyridine Calcium Channel Blocker,Proton Pump Inhibitor,1,MAJOR,omeprazole
Dihydropyridine Calcium Channel Blocker,Loop Diuretic,1,MAJOR,furosemide
Dihydropyridine Calcium Channel Blocker,Hmg-Coa Reductase Inhibitor,1,MAJOR,simvastatin
Beta-Adrenergic Blocker,Dihydropyridine Calcium Channel Blocker,1,MAJOR,atenolol
Aldosterone Antagonist,Dihydropyridine Calcium Channel Blocker,1,MAJOR,spironolactone
Dihydropyridine Calcium Channel Blocker,Nitrate Vasodilator,1,MAJOR,nitroglycerin
Dihydropyridine Calcium Channel Blocker,General Anesthetic,1,MAJOR,ultane
Dihydropyridine Calcium Channel Blocker,P2Y12 Platelet Inhibitor,1,MAJOR,clopidogrel
Dihydropyridine Calcium Channel Blocker,Sympathomimetic-Like Agent,1,MAJOR,modafinil
Dihydropyridine Calcium Channel Blocker,Mtor Inhibitor Immunosuppressant,1,MAJOR,sirolimus
Antimycobacterial,Dihydropyridine Calcium Channel Blocker,1,MAJOR,isoniazid
Dihydropyridine Calcium Channel Blocker,Macrolide,1,MAJOR,erythromycin
Dihydropyridine Calcium Channel Blocker,Glinide,1,MAJOR,repaglinide
Dihydropyridine Calcium Channel Blocker,Platelet Aggregation Inhibitor,1,MAJOR,dipyridamole
Dihydropyridine Calcium Channel Blocker,Substance P/Neurokinin-1 Receptor Antagonist,1,MAJOR,aprepitant
Dihydropyridine Calcium Channel Blocker,Opioid Agonist,1,MAJOR,fentanyl
Dihydropyridine Calcium Channel Blocker,Intestinal Lipase Inhibitor,1,MAJOR,orlistat
Alpha-1 Adrenergic Agonist,Dihydropyridine Calcium Channel Blocker,1,MAJOR,solution
Amide Local Anesthetic,Anti-Epileptic Agent,1,MODERATE,phenytoin
Amide Local Anesthetic,Nitrate Vasodilator,1,MODERATE,nitroglycerin
Amide Local Anesthetic,Central Nervous System Stimulant,1,MODERATE,acetaminophen
Amide Local Anesthetic,Nitrofuran Antibacterial,1,MODERATE,nitrofurantoin
Amide Local Anesthetic,Aminosalicylate,1,MODERATE,sulfasalazine
Amide Local Anesthetic,General Anesthetic,1,MODERATE,ultane
Amide Local Anesthetic,Sulfone,1,MODERATE,dapsone
Amide Local Anesthetic,Antimetabolite,1,MODERATE,hydroxyurea
Amide Local Anesthetic,Antiarrhythmic,1,MODERATE,dofetilide
Alpha-1 Adrenergic Agonist,Amide Local Anesthetic,1,MODERATE,solution
Muscle Relaxant,Nitrate Vasodilator,1,CONTRAINDICATED,500 mg
Nitrate Vasodilator,Osmotic Laxative,1,CONTRAINDICATED,sodium chloride
Alpha-1 Adrenergic Agonist,Nitrate Vasodilator,1,CONTRAINDICATED,solution
Corticosteroid,Nucleoside Metabolic Inhibitor,1,MAJOR,prednisone
Androgen,Nucleoside Metabolic Inhibitor,1,MAJOR,1%
Cardiac Glycoside,Nucleoside Metabolic Inhibitor,1,MAJOR,digoxin
Alkylating Drug,Nucleoside Metabolic Inhibitor,1,MAJOR,cyclophosphamide
Adenosine Receptor Agonist,Nucleoside Metabolic Inhibitor,1,MAJOR,adenosine
Folate Analog Metabolic Inhibitor,Nucleoside Metabolic Inhibitor,1,MAJOR,methotrexate
Nucleoside Metabolic Inhibitor,Topoisomerase Inhibitor,1,MAJOR,etoposide
5-Alpha Reductase Inhibitor,Androgen,1,MODERATE,1%
5-Alpha Reductase Inhibitor,Muscle Relaxant,1,MODERATE,usp
5-Alpha Reductase Inhibitor,Loop Diuretic,1,MODERATE,furosemide
5-Alpha Reductase Inhibitor,Histamine-2 Receptor Antagonist,1,MODERATE,cimetidine
5-Alpha Reductase Inhibitor,Beta-Adrenergic Blocker,1,MODERATE,atenolol
5-Alpha Reductase Inhibitor,Dihydropyridine Calcium Channel Blocker,1,MODERATE,nifedipine
5-Alpha Reductase Inhibitor,Central Nervous System Stimulant,1,MODERATE,acetaminophen
5-Alpha Reductase Inhibitor,Cardiac Glycoside,1,MODERATE,digoxin
5-Alpha Reductase Inhibitor,Bile Acid Sequestrant,1,MODERATE,cholestyramine
5-Alpha Reductase Inhibitor,Cytochrome P450 3A Inhibitor,1,MODERATE,ritonavir
Muscle Relaxant,Thiazide-Like Diuretic,1,MAJOR,usp
Loop Diuretic,Thiazide-Like Diuretic,1,MAJOR,furosemide
Hmg-Coa Reductase Inhibitor,Thiazide-Like Diuretic,1,MAJOR,simvastatin
Phosphodiesterase 5 Inhibitor,Thiazide-Like Diuretic,1,MAJOR,sildenafil
Alpha-Adrenergic Agonist,Thiazide-Like Diuretic,1,MAJOR,epinephrine
Cardiac Glycoside,Thiazide-Like Diuretic,1,MAJOR,digoxin
Thiazide-Like Diuretic,Vasoconstrictor,1,MAJOR,angiotensin ii
Alpha-Adrenergic Agonist,Anti-Epileptic Agent,1,MAJOR,phenytoin
Alpha-Adrenergic Agonist,Nitrate Vasodilator,1,MAJOR,nitroglycerin
Alpha-Adrenergic Agonist,Nitrofuran Antibacterial,1,MAJOR,nitrofurantoin
Alpha-Adrenergic Agonist,Aminosalicylate,1,MAJOR,sulfasalazine
Alpha-Adrenergic Agonist,Sulfone,1,MAJOR,dapsone
Alpha-Adrenergic Agonist,Antimetabolite,1,MAJOR,hydroxyurea
Alpha-Adrenergic Agonist,Catechol-O-Methyltransferase Inhibitor,1,MAJOR,entacapone
Alpha-Adrenergic Agonist,Methylxanthine,1,MAJOR,theophylline
Alpha-Adrenergic Agonist,Central Alpha-2 Adrenergic Agonist,1,MAJOR,clonidine
Alpha-Adrenergic Agonist,Oxytocic,1,MAJOR,oxytocin
Corticosteroid,Kinase Inhibitor,1,CONTRAINDICATED,dexamethasone
Androgen,Kinase Inhibitor,1,CONTRAINDICATED,1%
Anti-Epileptic Agent,Kinase Inhibitor,1,CONTRAINDICATED,phenytoin
Kinase Inhibitor,Peroxisome Proliferator Receptor Alpha Agonist,1,CONTRAINDICATED,lopid
Estrogen,Kinase Inhibitor,1,CONTRAINDICATED,estradiol
Fluoroquinolone Antibacterial,Kinase Inhibitor,1,CONTRAINDICATED,ciprofloxacin
Kinase Inhibitor,Quinolone Antimicrobial,1,CONTRAINDICATED,ofloxacin
Cardiac Glycoside,Kinase Inhibitor,1,CONTRAINDICATED,digoxin
Kinase Inhibitor,Macrolide Antimicrobial,1,CONTRAINDICATED,clarithromycin
Kinase Inhibitor,P2Y12 Platelet Inhibitor,1,CONTRAINDICATED,clopidogrel
Kinase Inhibitor,Sympathomimetic-Like Agent,1,CONTRAINDICATED,modafinil
